ssn4,ssn,zip,dob,r,g,ln,fn,ed,src,id
5721,004125721,03131,19210319,AA,,KIRIPOLSZKI,,20230414,D1,d0f4e5c68406b66d9a1bf176cc84e2e4
8934,002038934,04710,19970114,AA,,HITCHENOR,ETHAN,20230414,D2,2e6869f5231e58aa29320dbeeb900baf
6053,004646053,04054,19320215,AA,,JINKS,CARLIN,20230414,D2,e4286c7e797de422caec412302a83841
2783,001992783,05033,19070101,AA,,MONTALVAN,AMELIA,20230414,D0,f3a7b8f45782f4204eca315a62b1e74f
3912,008963912,03226,19740705,AA,,,SCOTT,20230414,D1,48050cc88e960c11266b0561b91b4cea
3110,005633110,02906,19810328,AA,,RYAN,SHANAYE,20230414,D0,578e1aad31c320137a8732d66d5e77d7
8248,002368248,03805,19270927,AA,,RICHMOND,BAILEY,20230414,D1,75bfd30ecf649f394efb38dadef97d34
0925,009490925,02122,19271006,AA,,BLOOMFIELD,SARAH,20230414,D1,6db4358ad4daa004e45c5adcf638c8e0
2455,009522455,02154,19470521,AA,,VINCENT,LACHLAN,20230414,D1,1f64d8d3ce9a4f1493451e77159c359d
9162,005519162,03796,19180830,AA,,THORPE,KYLEE,20230414,D0,c80c9ddc6b04af7bb8680ef8cbfe751a
2950,006662950,06147,19931130,AA,,REES,AMBER,20230414,D1,60f428fef8a7ce57b08099d8d0037412
8889,004298889,02010,19631215,AA,,RANSON,CHRISTOPHER,20230414,D2,27087fb0fee470acd4c4c6e0b44a6561
5469,007825469,03216,19640422,AA,,NGUYEN,HARRY,20230414,D2,665bc984219789d691ca639ffec8bba3
2759,002782759,03912,19881001,AA,,SEYMOUR-GRIFFIN,NOAH,20230414,D2,d1ef52ac80d39a41c5500e65acb57450
0667,009130667,02030,19331218,AA,,BISHOP,MADISON,20230414,D0,ae45c9cb2f28204d0140cad85cc18f64
2163,001772163,06167,19890118,AA,,ALDERSON,ANGELICA,20230414,D2,5f74157761121a5e0e8b8bbbb9ccc3da
0175,002490175,02540,19680706,AA,,DRECHSLER,MICHAEL,20230414,D2,e7e3a9e4a03b88c2d308fb5e17dc764f
2864,004512864,03015,19141111,AA,,HAUSER,SEBASTIAN,20230414,D0,0c80d81c8848892cc147551b88f34b70
0734,004960734,03199,19220325,AA,,BISHOP,ISAAC,20230414,D1,71e95adeb16ffea5556d120518ddca16
2895,009522895,05048,19020814,AA,,GOODE,CAITLIN,20230414,D0,15338352f8e422536abeba37d195dcf8
5395,005675395,04207,19730208,AA,,WILKEY,NELLIE,20230414,D1,190adca6097c55323139d2dcc6024e68
6925,001796925,06011,19390305,AA,,HATHAWAY,NICHOKAS,20230414,D1,83d9f49d75484f2c2cb434a4e3480768
4645,005154645,03085,19691127,AA,,FULLGRABE,CHANNING,20230414,D2,203af87919b02a49dc1d99ac56ffaff2
7302,004607302,07010,,AA,,STANLEY,LUCAS,20230414,D2,dd31533fbd944d93667d7807d9f94caa
9685,007079685,05083,19300722,AA,,MORRISON,ZAC,20230414,D0,247b6042e42e4be4eb0c407032df2c5e
4230,003144230,04825,,AA,,TIEDEMANN,TIAHANA,20230414,D0,9a5697efedafd77583c56bd0df5712e3
8145,001598145,03152,19410220,AA,,CHEGWIDDEN,ISABELLE,20230414,D2,2a819d304374c7a1a73ae5fa973e703b
5418,002135418,02283,19720611,AA,,BEAMS,MITCHELL,20230414,D2,829910ad83af807006194ddbce999eb3
6938,009046938,03690,19101126,AA,,COGZELL,GRACE,20230414,D2,489ceb055512756e0463dd2f79ba67ed
0769,009290769,02086,19270528,AA,,DORSEY,JOSELYN,20230414,D2,67183e37b356797e84d0410b83a8a1c7
3981,001393981,04814,19710803,AA,,GREEN,HAYDEN,20230414,D2,985dd0a1761eb119c196a432154d9ef7
6455,001086455,02190,19370820,AA,,GEORGE,JESSICA,20230414,D1,02acad1b6b8dc5ccf59638e107a32ed5
6420,001616420,03910,19000301,AA,,ROLES,LIAM,20230414,D1,8f5cbd5e95a7a9c8344a7e4ea0452c4c
0388,004650388,02230,19060716,AA,,DUMBRELL,CHANNING,20230414,D2,cce0bf7f59031b0288674c27333ef2ab
6255,001216255,04301,19640105,AA,,HOBSON,BENJAMIN,20230414,D2,90e032535da39ec7f1bd0944e03fcc1e
6383,005426383,02298,19360817,AA,,,MATTHEW,20230414,D2,73c207cec7066f28970f28e8188e8090
5585,001075585,02711,19420812,AA,,GREEN,,20230414,D2,3ba07614f5881ca24378b4cf611f8cec
1633,003731633,04215,19220903,AA,,WHITE,ISAAC,20230414,D0,f096c8cff622bcb0ea240aeb241ac06a
5249,009635249,02066,19210618,AA,,ANDRESEN,MADISON,20230414,D0,e98c9303f0ea2d372e9ade79fe5eeb34
3236,007603236,02170,19340515,AA,,WHITE,SOPHIE,20230414,D0,41b175cf22a194719bd9be92debd33fe
3013,005773013,02540,19190512,AA,,KOSLOWICZ,LEWIS,20230414,D0,8a0adf62000aa7cb5fc488007ab54db5
6665,002486665,06149,19190919,AA,,SIMMONDS,ELIZA,20230414,D1,f8e205de55a0bbb43111285090e25af5
3253,002753253,02203,19820712,AA,,MORRION,SYLVIE,20230414,D2,b54341e79768d9b5debc1d3f5634f42a
2932,005862932,06112,19010412,AA,,HOPE,JAMES,20230414,D2,d4ef07c1bba55f743d16c475248b16a5
4170,009814170,02390,19880424,AA,,PRIEST,RHYS,20230414,D0,225687d50469cf87b66e480fd4720453
6141,004786141,05159,19361010,AA,,RICHMOND,DYLAN,20230414,D0,9954133158ef4b3aab07cd11fcc31843
9245,001909245,06025,19470601,AA,,BROWNE,ERIN,20230414,D1,d420e7fcb60ad1f4baa6f782516f8ac5
3983,005833983,03732,19440813,AA,,REID,ROHAN,20230414,D1,ece50b659f604a4b97451831f622eb58
9274,005759274,02340,19281012,AA,,BALLANTYNE,ZACHARY,20230414,D2,4aa941b923339b59f660d6f41204e4c8
9612,005289612,02162,19470311,AA,,PATERSON,EMMET,20230414,D0,19e57a059b4741d82f3fdfe115e8ba00
0053,006430053,03130,19440317,AA,,GROSENOR,EMIILY,20230414,D0,897d37f55a5bbb545b785282fe5e5474
3763,004503763,02448,,AA,,RIDING,ALICE,20230414,D0,b00752cfab07589600fb30c80ecb4bfc
1812,007261812,02283,19140501,AA,,LONGO,ISAAC,20230414,D1,18c452d91f9c308cf5709714629c9b7a
7874,009707874,04362,19160511,AA,,BOWEMRAN,LUCAS,20230414,D1,4331561bf6c978b5bc12219b82a1c29d
4011,008654011,05063,19200728,AA,,REID,ANNIKA,20230414,D2,78ac071cd4c2820271cbcfb959d78d2d
6855,008676855,02614,19240911,AA,,BUTT,ROBBIE,20230414,D2,b7869cfd6ea358da1de8937a82e9ba98
9068,001339068,02226,19400304,AA,,NOBLOE,VICTORIA,20230414,D1,ef4b665c8e5674c8f43baec4c59234cc
8781,004788781,02150,19140114,AA,,TUCKWELL,BELINDA,20230414,D1,cef31d15f4d251a9ba03cd89336869ac
1429,003881429,05540,19510401,AA,,ROLLER,MADDISON,20230414,D1,73e11df6a161f6f506c38dc048a16e2b
9288,005829288,02527,19180125,AA,,RYAN,BRIDGET,20230414,D1,15f0029024f7286cf0b3589c6900c840
3827,007363827,04551,19790125,AA,,MILLAR,AMBER,20230414,D2,ba59df5dacc2895f8ba424707462fde8
7986,004927986,03196,19581220,AA,,PRYER,OLIVER,20230414,D2,f1fe55690e2e1dd70d305a615e511d40
1756,005161756,03129,19640419,AA,,MARWAHA,JORDAN,20230414,D1,bcec3ae4ef4332348c7709f718241e64
1307,004801307,04806,19240818,AA,,CROFTD,JACQUELINE,20230414,D1,76b8da643daa3cebce6a9a5064ceec7a
0726,008330726,04171,19961105,AA,,BERRY,CAITLIN,20230414,D0,076553341c5f21902d0293b9939c25af
4021,007704021,04123,19600706,AA,,CAMPBELL,TOBY,20230414,D0,8786b913f6ce540917f2266632ecb8f7
0074,003790074,03196,19400521,AA,,HAWES,ELLIE,20230414,D1,52ec6d215cd3668f7dcf1818d741eebc
2467,008242467,02050,19660609,AA,,CLAPHAM,NICHOLAS,20230414,D2,1ee4606020b08b53eb159634f0e0d050
4722,001374722,06035,19311024,AA,,BRISTOW,LEWIS,20230414,D0,187f8ade2fa58b1b8a04d2456821184e
5404,004965404,03500,19870910,AA,,REID,ANGUS,20230414,D0,204868f6d9776373c3bbcc21d4ef96d6
5744,009635744,04110,19500509,AA,,WEBB,LAUREN,20230414,D0,cf3aa5989b41b590120b71336efe8bdd
1914,009981914,06163,19580628,AA,,BASTIN,JAMES,20230414,D2,352081fc62f1abf8f2a7b441eeba2112
9791,002509791,03101,19570421,AA,,MELANIE,AYRES,20230414,D1,74b1c03349cf16a874c465df8b25d34e
0251,001980251,02171,19820619,AA,,KERKHAM,MADELINE,20230414,D2,c8bad0a61201183ec69cdb3f440c53b7
0908,001640908,04152,19380502,AA,,MAINSBRIDGE,BENJAMIN,20230414,D0,b91a53140b9ed606822336f456b1e5e5
2146,001062146,04670,19690619,AA,,TOSSELL,THOMAS,20230414,D1,7737b620d8a00da581954f4e6fbca550
6539,005326539,04300,19850426,AA,,WHITE,CAITLIN,20230414,D2,474092c6170f5d880c1a086cdcd7594e
7314,002257314,02032,19350508,AA,,ANDRETZKE,LUCAS,20230414,D2,bfc47043d927ba4143f69c719911bb96
2896,002412896,02430,19200722,AA,,LOWE,BENJAMIN,20230414,D0,b14845641b6a85b54f0079a1a7112fc9
0309,009100309,02848,19390328,AA,,SON,BAYDEN,20230414,D1,a61cecb2b521103dc5d48de6c78289e9
8387,001338387,03219,19920721,AA,,JACKSON,SPRATT,20230414,D2,7558d1e0202a01c3341df50f5301e3fb
3021,004033021,03305,19960112,AA,,AKO T,DANTE,20230414,D0,451bbf573f8f4f8425eb71416f612926
8082,006838082,02122,19241203,AA,,ALLIK,ELLA,20230414,D1,89602eb24feccf16ae8182b6a941895b
9594,009469594,07017,19480209,AA,,COLQUHOUN,OLIVIA,20230414,D2,533873abbac50a0db94174afa2a3673d
2816,003132816,03171,19550627,AA,,MATTHEWS,MARLEIGH,20230414,D2,d50e81aca9cbb51da38f3a8212d07f03
4007,009494007,03133,19800823,AA,,DRECHSLER,SARALOUISE,20230414,D2,c20830ff0cce64bd1b5fd12c8f3b5e4a
4625,003744625,03072,19380212,AA,,GARCIA,LACHLAN-JOHN,20230414,D0,53573e22065975d5877bce0a839b1b3a
3501,007643501,05074,19961005,AA,,MILES,LAKLYNN,20230414,D1,281789a34f1bf026145520d22629a565
5355,005375355,03116,19170607,AA,,HAND,BARNABY,20230414,D2,f6e18b51147d5a138cc8de338987b885
8238,003238238,04350,19890807,AA,,JACK,STOCKALL,20230414,D0,6344e4b4771bbbdaa6e2737d505e49af
8654,007058654,03796,19980122,AA,,BISHOP,RUBY,20230414,D2,5f64b2f458f81b636908cd73c0539ebb
8109,002898109,02540,19530711,AA,,CARMODY,JACOB,20230414,D2,d24684560cbcf970873f4c260302ee4f
0163,001960163,05280,19530505,AA,,LOWE,NATHAN,20230414,D0,2dba2e29e75c5d0e1424bd04059c25d3
0458,008100458,02534,19170306,AA,,GOHL,LUKE,20230414,D0,29033ba70ebaae9e81b8200f5c7254d5
3066,006633066,03148,19470102,AA,,ARMANINI,DYLAN,20230414,D1,75c245dee93c8bc19e81f2d515c0aee8
9576,001739576,02745,19080425,AA,,ULRICK,ANDREA,20230414,D1,5353f1b722bdab6d6bf722a409326261
2839,005392839,06169,19331126,AA,,HERBERT,KYLE,20230414,D1,d751af9958513edd03700cd2c6e0adff
8249,002758249,03167,19010628,AA,,MORRISON,MADISON,20230414,D0,c648de54a6438696f85c7489bf15dd1b
5362,002585362,02193,19801130,AA,,KRECU,ALEX,20230414,D1,6b6830ef4155a7dbff1cf09e8c803713
0326,005000326,03201,19540123,AA,,BERRY,JACK,20230414,D2,40a8100c0693b3b24f4eb48fa6daa361
2845,008762845,04677,19460605,AA,,PYPER,MATTHEW,20230414,D0,2e8279f6d42136e36eb1068836a179e0
8154,007108154,04883,19040618,AA,,BLAKE,REGANNE,20230414,D0,e55ad3c0494eaab87cb1f6ce4cce0fe9
1918,002391918,02220,19180410,AA,,GOODCHAP,KIERAN,20230414,D0,b9aeadab1238b772128eec01f4559fc4
6511,007396511,02400,19460214,AA,,RYAN,MADDISON,20230414,D1,ae5c7fb1696b16c25a28fac9cd3c6930
1989,007641989,03097,19220830,AA,,BERRY,CHRISTIAN,20230414,D0,9213b7eb6953407ed1d783bc63df0a4e
3383,001653383,04017,19630221,AA,,PALASIS,KADIN,20230414,D1,573da24515d58c4ff7491dc1bcb53068
0384,005070384,05107,19400818,AA,,MASON,JOSHUA,20230414,D1,76600fa9c29c307ace2c3918d8ea5c4c
1211,007241211,03131,19960319,AA,,GADEN,ALEXANDER,20230414,D1,4047ca393881a746c61b50af2995feef
5139,002635139,03081,19320421,AA,,TILLER,ALYSSA,20230414,D2,f07eada86d34871f70317014162176b8
6313,002846313,02299,19040313,AA,,CLARKE,LIVIA,20230414,D2,1f17666d66e10da50e9d6d4932430f2c
4063,004514063,04066,19270208,AA,,SESELJA,ABBEY,20230414,D0,4d68a1a761db93106228458cdd745397
0052,005600052,04211,19901017,AA,,STERRY,BLAKE,20230414,D0,8069bcfc4460d27756ef2ff173473e00
1697,007881697,03070,19760701,AA,,UROSEVIC,DAKOTA,20230414,D0,dfb7c8b7fc1a7a1adc369db36fc84fad
2318,003332318,02866,19561009,AA,,MCALLION,STELIO,20230414,D1,6c41d2cd871e7fc5fdb060ef237dde5e
3552,003973552,04655,19001210,AA,,STANLEY,THOMAS,20230414,D1,e3c8b01c8cfe80f178eaf55b3c2c33ef
7811,004877811,02156,19600409,AA,,MORRISON,SANA,20230414,D1,df0bab8b0d5ef5e04d04bf0ba37cabc4
4213,005234213,02222,19441214,AA,,CLARKE,HANNAH,20230414,D2,943db02e6412283b8d37d6f6f8357015
5804,005085804,04560,19920715,AA,,FITZPATRICK,ZAC,20230414,D0,24efe339b77eb5814f94b64e8abd1699
5669,008085669,02614,19230126,AA,,CAMPBELL,THOMAS,20230414,D1,a289324ab801193c0261d3a9c92ff4dc
2350,003452350,02606,19910327,AA,,KEMSLEY,GIULIANA,20230414,D1,724776ba6b82f615f05165eefac80082
8639,007288639,05072,19481028,AA,,DAKIN,DANTE,20230414,D1,039feab956275c7a25120615dbc1fb00
9220,003719220,04701,19131214,AA,,CROSSWELL,ANARI,20230414,D1,ce1b5d9af2518e47011ee55eff2048eb
0861,007760861,03172,19910605,AIAN,,KIERNAN,JAMES,20230414,D0,ac2c1befd4ac2971087d2626bb075ddd
7257,005877257,04854,19330630,AIAN,,MICEK,JOSHUA,20230414,D0,0749f3761aabafbfc45a9ec922b3d620
3499,009043499,05070,19860617,AIAN,,,CAITLIN,20230414,D1,bf9f9827b5ef3b4fa2ca9c8f77d1d631
4498,007244498,02545,19210119,AIAN,,ULRICK,JADE,20230414,D1,e8216c14973904d2b20fe79246131e05
1286,001761286,02075,19790427,AIAN,,WILLING,EVA,20230414,D1,7d18d30cf733aa26021b091de9da79eb
4753,004604753,04007,19211125,AIAN,,PATERSON,AMBER,20230414,D1,490fde667167c5e4ee7a9d99568eac42
9452,003549452,05051,19420819,AIAN,,TYLAH,CLARKE,20230414,D2,01e530c0c0d73cdc3823281fdd25727c
0660,006020660,02320,19830325,AIAN,,MINCHER,MIA,20230414,D2,3dfce4a162ae955d0ef6412cd8d0dd21
3742,009403742,04680,19720708,AIAN,,EVERETT,OLIVIA,20230414,D0,897e736f1c64c4969e4dbe3c0b03ef17
2483,004982483,04035,19090303,AIAN,,RICMHIND,MAEISON,20230414,D0,61e011feca821eb3a00a6b93bdc08e57
2826,007602826,03082,19610724,AIAN,,DOLAN,WILLIAM,20230414,D1,d4d064ff900b9e778fdae66869abd0b7
6195,004506195,06065,19570501,AIAN,,BRAMBLE,JASMINE,20230414,D1,59208c4607d981bea7f670ca081afcb4
3606,001893606,05417,19800313,AIAN,,HARRLAND,NATALIA,20230414,D1,ef664208217c35a0b99804fb4d8cb502
2172,001802172,02047,19680522,AIAN,,HAND,DILLON,20230414,D2,bb2ab33312e2f475f505ae30d24bdfb7
5061,003385061,02515,19400608,AIAN,,,CHANTELLE,20230414,D2,cc8120d53c21f656bc06c4f00470aa93
1644,003831644,06076,,AIAN,,EVERETT,KIARA,20230414,D0,363ef817e62f42e27319de720f2e2a79
5261,005845261,06009,19781021,AIAN,,COLEMAN,ABBY,20230414,D0,43e49869beb0f82a7a077e832ea0ccc2
8330,001028330,03192,19531219,AIAN,,SERAFIN,OLIVIA,20230414,D1,c083de3aa47086df5ab92745e39cf246
1685,001951685,04562,19911228,AIAN,,GREEN,JOHN-PAUL,20230414,D2,8d0cd34bbbe1c16d915cea0e866752aa
0869,005390869,02099,19240608,AIAN,,BLAKCLOW,CHARLOTTE,20230414,D2,d9c04511719e1cbafaaf37a927c4ea63
0317,007580317,04034,19680128,AIAN,,WOODMANSEE,GRACE,20230414,D1,609ec78c2b1deb9142997c95f1d30687
7690,007527690,02011,19271109,AIAN,,SNELL,TAI,20230414,D1,acc8ee6e501f14e50beaf3eee815a4cd
4520,006164520,03530,19820427,AIAN,,,ALICIA,20230414,D1,b866123aeb010f558112537ed071a32d
6306,004346306,02388,19401113,AIAN,,MATTHEWS,PATRICK,20230414,D0,bb5493e9fb520cd0758b95e84d10d43c
5633,008255633,05118,19790722,AIAN,,GEORGE,CAMPBELL,20230414,D0,343837dc759ee4508276bc94f767731c
6274,004146274,02251,19560919,AIAN,,BLAKE,KEELY,20230414,D0,dc60f327a664efeb3d8c5a27afe50c28
0540,006840540,04655,19330906,AIAN,,MILDREN,CONNOR,20230414,D0,fb20c683da28958adac1c3225c0a911e
8082,006838082,02122,19241203,AIAN,,ALLIK,ELLA,20230414,D0,673dfb3262a946f1c9edbd51628ca6c6
6277,009786277,03805,19990108,AIAN,,RYAN,ALANA,20230414,D1,dd6e045f3298bf25a87a419a2d023bc3
7820,008507820,02021,19400109,AIAN,,EKE,MIA,20230414,D1,4917406e45468cd90f8165ffa2c68b56
4194,003304194,03057,19040123,AIAN,,THAVARAJADEVA,BAILEY,20230414,D1,b41fd75f1b02f75fcbb425571db3af97
2529,003052529,02077,19881223,AIAN,,MANFIELD,PETER,20230414,D2,b7898e4eed6fb642f143d0aabcc21c35
9013,005379013,02318,19840304,AIAN,,BOTTROFF,WILLIAM,20230414,D2,b61fc2cf0e12e2f58bb3647ecc48882b
2945,001082945,02146,19611026,AIAN,,WEBB,JACOB,20230414,D0,d5996f3491c8aea399b818f5d7d8941a
5913,002865913,03630,19411004,AIAN,,CLARKE,SPYKE,20230414,D0,144d6926e6f8cec884c566635521efda
5434,006545434,02770,19231201,AIAN,,GERAGHTY,TIA,20230414,D1,99d0ee2ab5f662c9e85c082e5103a092
0705,007140705,03197,19711023,AIAN,,BOWERMAN,RYAN,20230414,D1,4c3a4923ea48aa9d459dc387911a7e73
9859,005009859,03219,19770407,AIAN,,BLAKE,BENJAMIN,20230414,D2,c4d8b8b99702ed4b40dc7bb17d61ae96
8554,005188554,02144,19601101,AIAN,,MCCARTHY,LUCAS,20230414,D0,47491b6706c025106eeb47b3e46ebc6b
6842,006406842,02444,,AIAN,,LESLIE,LILY,20230414,D0,3b823072f76d476c59d81a67bd45be7d
7892,001757892,03151,19870312,AIAN,,RAWLINGS,ELLA,20230414,D1,bb8a5901bd5b1c8c83b4fb31376ba03f
7334,006587334,02875,19171003,AIAN,,CAMPBELL,TAHNEE,20230414,D1,1e5dad445ef009116262319de412d462
4353,008754353,02582,19140703,AIAN,,JAGODZINSKI,JOSHUA,20230414,D2,24e515c7f2ea215f57e5b63061251c65
3041,006163041,06157,19780206,AIAN,,DICHIERA,ALICIA,20230414,D0,449616cdf8fd014631afd414e37ff6e3
1865,004301865,02234,19200228,AIAN,,HEYER,LEO,20230414,D2,330138566657dddad158e9a63b2f4a32
3107,002383107,06019,19470312,AIAN,,HAMMER,JOEL,20230414,D0,f6a626d6666e6de74fd75416d16402b6
8217,002938217,02195,,AIAN,,GEORGIA,WHITE,20230414,D0,62207618e10b26911be8df9552f04f69
4147,006584147,02450,19631210,AIAN,,LAUNDON,ARCHIE,20230414,D1,da5bdb1c0b7804cb6019c710d5150796
2489,002812489,04122,19790315,AIAN,,STUBBS,JAYDEN,20230414,D2,81f812180fc371a6b91d1a76ff417d8b
5634,006345634,04305,19410203,AIAN,,GILLARD,TAALIA,20230414,D0,2499de6c2121a5e19f46715a2d2a9845
8105,001478105,02154,19350404,AIAN,,MORRISON,ELLY,20230414,D2,cd09f5c6958234d681bbee8f4bb92f67
0194,005840194,02770,19140228,AIAN,,PARR,JAYME,20230414,D2,0a38f3e1b83b42df7f7ac782088c84c7
6346,006366346,03094,19761212,AIAN,,RABE,JAIME,20230414,D0,85778d5a8a1b7378096890f3ebd9dbd9
3567,003673567,03153,19720223,AIAN,,STANBURY,TYLER,20230414,D0,819906c0f6b5294ebd664b7c35116901
8722,004708722,03073,19090301,AIAN,,NORVILL,CALEB,20230414,D1,025ebf0b12e3d235d66e71d62ae18559
9271,001229271,02037,19221027,AIAN,,RICHMOND,EVAN,20230414,D2,4a11af4e4af4d284e54f05cfcda65f21
2005,003802005,06530,19970927,AIAN,,LIONIS,SHELBY,20230414,D2,aae26886b16b2237b5a2be1b7bdabad6
0482,004710482,04701,19360807,AIAN,,WHITE,ALEXANDER,20230414,D2,17ed32cf12416f1672fa31d00002d61a
4690,003914690,02042,19440913,AIAN,,AFFORD,MADELEINE,20230414,D2,99a09be8f6dcac905eb0eccab7761e5f
6984,005506984,04868,19181231,AIAN,,NYSTEN,ANGELINA,20230414,D0,e286ba5514435941911d4e8c61a6d0cd
9994,001589994,06149,19601105,AIAN,,LOCK,JOSHUA,20230414,D1,2e00285bd72635b2d609f931268bda3c
3037,005883037,02324,19180822,AIAN,,SELMLANN,EDWARD,20230414,D2,86c8d3ebe8d4bb6ee72572dbbbbaae1a
9114,008279114,03350,19700208,AIAN,,ALDERMAN,HAYLEE,20230414,D0,690486a6f7bcab9b0c8736b5b15b182e
8492,001828492,03002,,AIAN,,PLANE,,20230414,D1,4cc85fa66db912a1c6ae6853954b26c7
9009,005599009,02782,19631008,AIAN,,MARKIJEVIC,MATTHEW,20230414,D2,6d90066f9a719dd2497ce58cb1e109ff
4649,001234649,02518,19980606,AIAN,,SLAPE,PHOEBE,20230414,D2,bf7712191d133f0a6178b257d2806599
5469,003295469,03496,19870316,AIAN,,KOWALD,LACHLAN,20230414,D2,c1d0dc964c7a78ae512a022efcfe8964
1347,004741347,03043,19110612,AIAN,,MCKERLIE,JAYDEN,20230414,D0,66fbe350fd355cdd81df59622a7645fd
4848,008694848,03085,19491116,AIAN,,MCCARTHY,LILY,20230414,D1,005abb31a2294ce4fb36d5f58202a65e
4037,005694037,02830,19900424,AIAN,,MITTON,ELLY,20230414,D2,e581c4f934e6ca47a7eb6f25a2ec2bd3
0110,009930110,02151,19421006,AIAN,,EGLINTON,HENRY,20230414,D2,19ab65d57631defdab021a76bff3858f
0857,008380857,04020,19880403,AIAN,,LEFERINK,KEELEY,20230414,D0,c9bf4223e1ff18cab361571b8ab1d03d
2509,007792509,03101,19491118,AIAN,,WARDE,JASPER,20230414,D1,454ebb3953fb810f427df6142fe0d52f
9972,009239972,03802,19240430,AIAN,,BERRY,SAMANTHA,20230414,D1,9c2fdd0d686644b8ec383007d6befb32
2454,006372454,03149,19591112,AIAN,,KLEMM,MADISON,20230414,D2,33f94ee8a78d5ab4c6f9751a734cb7ba
7676,007437676,02546,19490419,AIAN,,NICOLLE,ELLY,20230414,D2,e60c9d87eb274ddf006706094501707d
9150,005559150,02170,,AIAN,,RYAN,CHELSEA,20230414,D0,c785c7ab67c65aafe65a96140cde864f
9874,003959874,02285,19090129,AIAN,,MCMULLEN,JACK,20230414,D0,936025faa8ad452f0d2d6c07b0d9d615
3395,003973395,02304,19400225,AIAN,,COLLIER,ANTONIO,20230414,D0,1d1a8c2ae9534af6f0720d766a9f7e53
4773,007934773,06061,19421201,AIAN,,HOPE,ALICIA,20230414,D2,f3ceb983d419e2457132f9b3687b436c
6072,004166072,02250,19590408,AIAN,,REID,SARAH,20230414,D2,6e4336e75fabde5330a44ea4ef989d6b
2497,003122497,04824,19961230,AIAN,,CLARKE,BAYLEY,20230414,D1,b24b18160ad414fe5d68c5fee5c138ee
0240,008770240,04017,19120903,AIAN,,GLOSTER,KANE,20230414,D2,8ab85b17dea81e315f686fc2f7c997a1
0476,004090476,02153,19971205,AIAN,,REES,ELIZABETH,20230414,D2,e539aeb20159199f73880e959af384cf
4817,005084817,02315,19010828,AIAN,,MADIGAN,MATILD,20230414,D0,a9d5d9a6e05931b8542a7724a1c66cd2
4420,006064420,05029,19830402,AIAN,,FORNARINO,WILLIAM,20230414,D0,ef0d8a84befdb1ef3944fbc48e72c823
4735,004064735,03174,19241005,AIAN,,RYAN,CONNOR,20230414,D2,d2e99b4630c3af5be857cf13a8e37726
6792,007286792,04855,19590406,AIAN,,GRAINGER,TEGAN,20230414,D0,caf9eb1a8148cc11af2b741df843aa87
5755,006445755,02280,19840529,AIAN,,AGIUS,HENRY,20230414,D0,01ab7eba9d24fbb78b67bd0e6c89c3d7
4299,001814299,02600,19100602,AIAN,,CLARKE,RAQUEL,20230414,D1,bffd5f3d2b84bbeb75242deeb8e41339
0317,007240317,04131,19130223,AIAN,,CHELSRA,AYRES,20230414,D1,eb79741609e6e70851deb4194c785e3f
9594,001559594,06163,19500225,AIAN,,DE PAOLI,LUCY,20230414,D2,b8b4d55d2a70594795d0779ccb51752a
6541,009726541,04228,19571111,AIAN,,DAVID,LARA,20230414,D2,5f32b578278118ef93274e09bf0db48b
2768,002692768,03280,19510721,AIAN,,EVERETT,MICHELLE,20230414,D0,5d778f76f801687c06a8ac5504dedcb0
0351,001900351,04585,19980219,AIAN,,BERRY,JOEL,20230414,D1,f42fcd28e30aa3fbb047235167168f9d
4580,009334580,04740,19420210,AIAN,,GREEN,THOMAS,20230414,D1,f4532d918519bcf3d830b260105e760b
7197,007667197,02138,19530516,AIAN,,HARRINGTON,DEAN,20230414,D1,50afef210bf98c30139b2465dcdabdb6
0052,006080052,02880,19530515,AIAN,,WURM,GEORGIA,20230414,D1,044ec0c9f47e42f398e5addb201f3c32
7169,001337169,04350,19491023,AIAN,,SCHAMSCHURIN,TIAHANA,20230414,D1,ebf3ad98ca9f3f080b392378c4094b8a
3015,002333015,03099,19560921,AIAN,,MEADOWS,LUCY,20230414,D2,171c9232eb9a33fe44524c5d47353921
1697,007881697,03070,19760701,AIAN,,UROSEIVC,DAKOTA,20230414,D2,46aaa430d08c37117bfac5e3ed79c0ea
2280,008292280,03305,19681103,AIAN,,RUNDLE,STEPHANIE,20230414,D0,07b9fb6a36b4ebab82d2d5ab4150d286
4451,006704451,03089,19250517,AIAN,,HAGE,IMOGEN,20230414,D2,3621d74f3a930163fd01a22779bd86ff
9612,005779612,03132,19460905,AIAN,,VANESDA,RWID,20230414,D0,21a9c8d87d8b012b43ff9e334c7da9b0
2262,006532262,02747,19301219,AIAN,,NGUYEN,GIULIANA,20230414,D0,36875cc02834e195b3a5823b2cd005ea
0977,005530977,02880,19601111,AIAN,,LEONI,ALANA,20230414,D2,e71ff9732e8797df2992021391ec5022
0736,001570736,02207,19870325,AIAN,,WHITE,CHRISTIAN,20230414,D2,0dd2c83c95b3a31302454c15931de928
5837,001105837,02034,19151010,AIAN,,RYAN,SAMANTHA,20230414,D2,e832f07f3c27e62a7fc7a8b04209f4f7
6542,005626542,03400,19100603,AIAN,,HEESEMANS,HATTIE,20230414,D2,1bccb424bc7b65c3bd9d177873a7458d
8644,003388644,03070,19920619,AIAN,,HERON,JAYDEN,20230414,D2,edbaed6f8c55925636414b1f3300e808
